"Entity"|"Parent"|"Alias: Default"|"Alias: Legacy"|"Valid For Consolidations"|"Data Storage"|"Two Pass Calculation"|"Description"|"Formula"|"Formula Description"|"UDA"|"Smart List"|"Data Type"|"Hierarchy Type"|"Enable for Dynamic Children"|"Number of Possible Dynamic Children"|"Access Granted to Member Creator"|"Allow Upper Level Entity Input"|"Process Management Enabled"|"UUID"|"Data Id"|"Old Name"|"Old Unique Name"|"Base Currency"|"Plan Type (BB_Plan)"|"Aggregation (BB_Plan)"|"Data Storage (BB_Plan)"|"Formula (BB_Plan)"|"Solve Order (BB_Plan)"|"Formula Description (BB_Plan)"|"Plan Type (BB_Rpt)"|"Aggregation (BB_Rpt)"|"Data Storage (BB_Rpt)"|"Formula (BB_Rpt)"|"Solve Order (BB_Rpt)"|"Formula Description (BB_Rpt)"|"Plan Type (E_Curve)"|"Aggregation (E_Curve)"|"Data Storage (E_Curve)"|"Formula (E_Curve)"|"Solve Order (E_Curve)"|"Formula Description (E_Curve)"|"Plan Type (BB_Cash)"|"Aggregation (BB_Cash)"|"Data Storage (BB_Cash)"|"Formula (BB_Cash)"|"Solve Order (BB_Cash)"|"Formula Description (BB_Cash)"|"Bonding"|"Consult Job"|"Contract Role"|"Contract Type"|"External Joint Venture"|"Green Builder"|"Facility Type"|"Internal Job Flag"|"Internal Joint Venture"|"Job Status"|"Procurement"|"Sector"|"State"|"Wrap"|"UK Industry"|"Original Projection"|"Complex Job Flag"|"Federal Flag"|"BIM Flag"|"Renovation Flag"|"Special Project Flag"|"Interior Flag"|"Enabling Function"|"Company External Joint Venture"|"Company Equity Joint Venture"|"Operation"
"OH_020510"|"MG_Office_205"|"PROJECT SOLUTIONS (020510)"|"OH_20510"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"de988c2a-e5f9-4b04-8b90-53b22a160b21"|"51491"|"OH_020510"|"[MG_Office_205].[OH_020510]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|"Work Winning"|""|""|""
"OH_020515"|"MG_Office_205"|"MARKETING (020515)"|"OH_20515"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"cda15582-622a-4026-a160-6dfe1881ede4"|"51492"|"OH_020515"|"[MG_Office_205].[OH_020515]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|"Communications"|""|""|""
"OH_020520"|"MG_Office_205"|"INTEGRATED PROJECTS (020520)"|"OH_20520"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"cfad987d-143e-4d18-874a-d1c6b71e7b27"|"51493"|"OH_020520"|"[MG_Office_205].[OH_020520]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"OH_020700"|"MG_Office_205"|"PURCHASING (020700)"|"OH_20700"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"9bd9bf83-1e49-439c-ac42-e84095422c35"|"51494"|"OH_020700"|"[MG_Office_205].[OH_020700]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"OH_020900"|"MG_Office_205"|"FIELD AVAILABLE (020900)"|"OH_20900"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"63ab4920-c8a4-47ba-9374-79e05912dfdc"|"51498"|"OH_020900"|"[MG_Office_205].[OH_020900]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|"Operations"|""|""|""
"OH_020950"|"MG_Office_205"|"THE FEDERAL GROUP (020950)"|"OH_20950"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"80356354-1152-4b92-bbff-7b91a95ca8f4"|"51499"|"OH_020950"|"[MG_Office_205].[OH_020950]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|"Operations"|""|""|""
"OH_020990"|"MG_Office_205"|"FUNDRAISING MIDATLANTIC (020990)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"2f4fbd7e-af37-440a-84c1-dfb69ea7c2db"|"482725705633188"|"OH_020990"|"[MG_Office_205].[OH_020990]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_205_Division_ManagementAdj_NonOpCF"|"MG_Office_205"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"87106e38-9557-461e-8a8e-92fec4deda37"|"4295027806061485"|"Office_205_Division_ManagementAdj_NonOpCF"|"[MG_Office_205].[Office_205_Division_ManagementAdj_NonOpCF]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_205_NewProjects"|"MG_Office_205"|"New Projects 205"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"6fd1d4d5-df4a-42ea-8fd8-5f7f0510c540"|"98683"|"Office_205_NewProjects"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_NEWIJV30_2"|"Office_205_NewProjects"|"BAC Virgina Final GMP - 2"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"e83b7408-25fa-438f-82bf-1e80993f4c49"|"74256"|"JB_NEWIJV30_2"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"MISSION CRITICAL"|"NOT INTERNAL JOB"|"INT JV"|"ABNC"|"OTHER BID"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  1 A"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"917979a1-08be-4c33-94f0-f404adfe385b"|"64443"|"New Project 205  1 A"|"[Office_205_NewProjects].[New Project 205  1 A]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ABNC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  2 A"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"268e88ce-beaf-4ded-90be-4b110c57a97c"|"64450"|"New Project 205  2 A"|"[Office_205_NewProjects].[New Project 205  2 A]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ABNC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  3 A"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"f92d3d5e-53ad-4730-8f65-558b34f4efac"|"64451"|"New Project 205  3 A"|"[Office_205_NewProjects].[New Project 205  3 A]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ABNC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  4 A"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b2acf775-a182-43cb-9664-f9e3952b7f7a"|"64452"|"New Project 205  4 A"|"[Office_205_NewProjects].[New Project 205  4 A]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ABNC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  5 A"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"37ffdf09-ec5d-4749-aa78-dc398f5460da"|"64453"|"New Project 205  5 A"|"[Office_205_NewProjects].[New Project 205  5 A]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ABNC"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  10 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"4a3e8a44-0eb9-4d25-b89a-8140ad5e721e"|"64444"|"New Project 205  10 F"|"[Office_205_NewProjects].[New Project 205  10 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  11 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"7c2dbd8d-ecc0-4268-9c59-631527b7de7d"|"64445"|"New Project 205  11 F"|"[Office_205_NewProjects].[New Project 205  11 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  12 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"e0bbaa14-cce2-447d-86ba-cdde6e392047"|"64446"|"New Project 205  12 F"|"[Office_205_NewProjects].[New Project 205  12 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  13 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"88d468f7-aeda-470d-acca-c405b186dba0"|"64447"|"New Project 205  13 F"|"[Office_205_NewProjects].[New Project 205  13 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  14 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"93cd9e04-daac-4d2e-b802-72518234d3f3"|"64448"|"New Project 205  14 F"|"[Office_205_NewProjects].[New Project 205  14 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  15 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a8858d0a-3383-47d1-aca7-f0a30a689170"|"64449"|"New Project 205  15 F"|"[Office_205_NewProjects].[New Project 205  15 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  6 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"75009d6e-a63a-4016-a139-216764a464ab"|"64454"|"New Project 205  6 F"|"[Office_205_NewProjects].[New Project 205  6 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  7 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"009378e1-ad17-4486-94dc-7441b8593e5d"|"64455"|"New Project 205  7 F"|"[Office_205_NewProjects].[New Project 205  7 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  8 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"faac43ee-0043-434d-84f6-104bee81729b"|"64456"|"New Project 205  8 F"|"[Office_205_NewProjects].[New Project 205  8 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"New Project 205  9 F"|"Office_205_NewProjects"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"4325d042-299d-40bc-a938-6a26d60b42f7"|"64457"|"New Project 205  9 F"|"[Office_205_NewProjects].[New Project 205  9 F]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|""|""|"NOT EXT JV"|""|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"FUTURE AWARDS"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"MG_Office_205_Inactive"|"MG_Office_205"|"WDC - Home Office - Inactive"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"4ec937c1-27f6-45e8-8498-9bf513dcb255"|"98685"|"MG_Office_205_Inactive"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10313000"|"MG_Office_205_Inactive"|"RONALD MCDONALD HOUSE (10313000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"45178b99-65b8-4b44-b3f2-fa39f237580d"|"51543"|"JB_10313000"|"[MG_Office_205_Inactive].[JB_10313000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"FIXED FEE"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"OTHER PROCUREMENT"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_SOCIAL HOUSING"|""|""|""|""|""|""|""|""|""|""|""
"JB_10510000"|"MG_Office_205_Inactive"|"NEW FAIRFAX OFFICE - TENANT (10510000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"471afddf-9d89-414e-9a15-e51949f8d912"|"51547"|"JB_10510000"|"[MG_Office_205_Inactive].[JB_10510000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"TIME AND MATERIAL"|"NOT EXT JV"|"GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"SELECT BID"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"MG_Office_210"|"MG_V_DIV_MA"|"MAC - Federal"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"1bf61ab6-5a16-4d53-9094-d2ddd131d793"|"98687"|"MG_Office_210"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_210_Division_Allocation"|"MG_Office_210"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"3bd7ef4d-7aaa-4f97-8c58-b8c823bb158a"|"71238"|"Office_210_Division_Allocation"|"[MG_Office_210].[Office_210_Division_Allocation]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"OFFICE CODE ALLOC"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"Office_210_Division_ManagementAdj"|"MG_Office_210"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b8a73373-9e95-4f8a-8d04-7c8de04dbdff"|"71239"|"Office_210_Division_ManagementAdj"|"[MG_Office_210].[Office_210_Division_ManagementAdj]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUSTMENT"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"Office_210_Division_ManagementAdjJob1"|"MG_Office_210"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"1a75ce8d-5dcb-41c9-9509-ceea68cc1f2b"|"71828"|"Office_210_Division_ManagementAdjJob1"|"[MG_Office_210].[Office_210_Division_ManagementAdjJob1]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_210_Division_ManagementAdjJob2"|"MG_Office_210"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a1ea89f8-7780-469c-9aae-8c497aacb528"|"71829"|"Office_210_Division_ManagementAdjJob2"|"[MG_Office_210].[Office_210_Division_ManagementAdjJob2]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_210_Division_ManagementAdjJob3"|"MG_Office_210"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"79285ad8-8cc2-4fdd-aba2-6927d18baa3f"|"71830"|"Office_210_Division_ManagementAdjJob3"|"[MG_Office_210].[Office_210_Division_ManagementAdjJob3]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
